Location,Frame_Type,Signal_dBm,Frequency_MHz,PHY_Type,Data_Rate_Mbps,Distance,Load,Channel,Hour,Minute,Second,MCS,WiFi_Version
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-89,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-66,5745,8,78.0,Near,Rush,149,9,56,56,8.0,WiFi5
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-72,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,24.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-76,5745,5,24.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-65,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-90,5745,8,6.5,Near,Rush,149,9,56,56,0.0,WiFi5
Tapal_Rush_Near_CH149,,-90,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,24.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-74,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-76,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,24.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-89,5745,8,6.5,Near,Rush,149,9,56,56,0.0,WiFi5
Tapal_Rush_Near_CH149,,-59,5745,8,13.0,Near,Rush,149,9,56,56,1.0,WiFi5
Tapal_Rush_Near_CH149,,-87,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-86,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-85,5745,5,6.0,Near,Rush,149,9,56,56,,Unknown
Tapal_Rush_Near_CH149,,-59,5745,8,7.22222233,Near,Rush,149,9,56,56,0.0,WiFi5
Tapal_Rush_Near_CH149,,-85,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-70,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-55,5745,8,7.22222233,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-55,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-91,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-92,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-90,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-72,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-58,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-57,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-82,5745,5,24.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,24.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-74,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-58,5745,8,13.0,Near,Rush,149,9,56,57,1.0,WiFi5
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,24.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-54,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,56,57,,Unknown
Tapal_Rush_Near_CH149,,-54,5745,8,6.5,Near,Rush,149,9,56,57,0.0,WiFi5
Tapal_Rush_Near_CH149,,-76,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-59,5745,8,6.5,Near,Rush,149,9,56,58,0.0,WiFi5
Tapal_Rush_Near_CH149,,-56,5745,8,6.5,Near,Rush,149,9,56,58,0.0,WiFi5
Tapal_Rush_Near_CH149,,-74,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,24.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,24.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-86,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-57,5745,8,13.0,Near,Rush,149,9,56,58,1.0,WiFi5
Tapal_Rush_Near_CH149,,-90,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-91,5745,5,6.0,Near,Rush,149,9,56,58,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-58,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-86,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-85,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-84,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-76,5745,5,24.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-88,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,24.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,56,59,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,0,,Unknown
Tapal_Rush_Near_CH149,,-58,5745,8,6.5,Near,Rush,149,9,57,0,0.0,WiFi5
Tapal_Rush_Near_CH149,,-74,5745,5,24.0,Near,Rush,149,9,57,0,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,24.0,Near,Rush,149,9,57,0,,Unknown
Tapal_Rush_Near_CH149,,-89,5745,8,6.5,Near,Rush,149,9,57,0,0.0,WiFi5
Tapal_Rush_Near_CH149,,-69,5745,5,6.0,Near,Rush,149,9,57,0,,Unknown
Tapal_Rush_Near_CH149,,-70,5745,5,6.0,Near,Rush,149,9,57,0,,Unknown
Tapal_Rush_Near_CH149,,-56,5745,8,6.5,Near,Rush,149,9,57,0,0.0,WiFi5
Tapal_Rush_Near_CH149,,-56,5745,8,13.0,Near,Rush,149,9,57,0,1.0,WiFi5
Tapal_Rush_Near_CH149,,-85,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-84,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-70,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-87,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-76,5745,5,24.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-63,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,8,6.5,Near,Rush,149,9,57,1,0.0,WiFi5
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,57,1,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,24.0,Near,Rush,149,9,57,2,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,24.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-76,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-62,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-86,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-72,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-58,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-74,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-67,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,3,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-84,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-70,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-67,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-72,5745,5,6.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,24.0,Near,Rush,149,9,57,4,,Unknown
Tapal_Rush_Near_CH149,,-82,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,8,65.0,Near,Rush,149,9,57,5,7.0,WiFi5
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-77,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-74,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-81,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-61,5745,8,13.0,Near,Rush,149,9,57,5,1.0,WiFi5
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,24.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-68,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,57,5,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-89,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-72,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-73,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-62,5745,5,24.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-67,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-63,5745,5,24.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-90,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-84,5745,5,6.0,Near,Rush,149,9,57,6,,Unknown
Tapal_Rush_Near_CH149,,-80,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-85,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-83,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-84,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-79,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-78,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-75,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
Tapal_Rush_Near_CH149,,-71,5745,5,6.0,Near,Rush,149,9,57,7,,Unknown
